reviewer 1,review_date_1,reviewer 2,review_date_2,reviewer 3,review_date_3,issn,title,top_journals_in,publisher,pr_type,pr_policy,pr_form_url,pr_credit_url,pr_database,pr_transfer_policy,pr_transfer_url,opr_reports,opr_responses,opr_letters,opr_versions,opr_identities_published,opr_indenties_author,opr_comments,opr_interaction,opr_additional,coreview_policy,coreview_url,coreview_email,coreview_form,coreview_database,preprint_url,preprint_version,preprint_servers,preprint_citation,preprint_link,preprint_media,preprint_licensing,preprint_scoop,preprint_review,Free Notes/Observations,Time taken to do the Survey,Reviewer 2 changes,gs_title,h5-index,h5-median,G_100_rank,G_BEM_rank,G_CMS_rank,G_ECS_rank,G_HMS_rank,G_HLA_rank,G_LSES_rank,G_PM_rank,G_SS_rank
SR,2018-11-30,SH,2019-04-14,TRH,2019-04-24,1939-8271,American Sociological Review,Social Sciences,SAGE/American Sociological Association,Double blind,https://us.sagepub.com/en-us/nam/journal/american-sociological-review#submission-guidelines,NA,https://us.sagepub.com/en-us/nam/reviewer-rewards,Yes,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"Sometimes a reviewer will want to involve junior researchers in the review of an article as it can be good practice and experience for that person. However, you should ensure that you obtain permission from the journal editor prior to accepting the invitation to review. The names of everyone involved in doing the review should be submitted to the editor so that the journal records accurately reflect the review process that took place. Full guidelines for peer reviewers can be found on the Committee on Publication Ethics website here.",https://uk.sagepub.com/en-gb/eur/how-to-review-articles,Yes,Unsure,Unsure,https://us.sagepub.com/en-us/nam/prior-publication,First submission only (before peer review),"""SAGE supports the early dissemination of research through preprints (the pre-peer review version of the paper, also referenced as a “working paper”), including through SAGE’s own preprint platform, Advance, and other preprint platforms and SCNs, such as bioRxiV, preprints.org, ResearchGate and Academia.edu. Working papers are generally eligible for publication in a SAGE journal, subject to the policy in place for each journal.""","Yes, in the reference list",Unsure,NA,NA,NA,NA,"Regarding reviewer credit - Yes [Publons. They also publlish a list of reviewers annually]; re. preprint citation, they allow citation of website so reasonable to assume preprints ok https://uk.sagepub.com/en-gb/eur/journal/american-sociological-review#submission-guidelines",NA,NA,American Sociological Review,58,87,NA,NA,NA,NA,NA,NA,NA,NA,17
SR,2018-11-30,SH,2019-04-14,TRH,2019-04-24,1521-3773,Angewandte Chemie International Edition,Chemical & Materials Sciences,Wiley-VCH,Single blind,"https://authorservices.wiley.com/Reviewers/journal-reviewers/tools-and-resources/review-confidentiality-policy.html, https://onlinelibrary.wiley.com/page/journal/15213773/homepage/notice-to-authors",NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://onlinelibrary.wiley.com/page/journal/15213773/homepage/notice-to-authors,First submission only (before peer review),"""Angewandte Chemie, ChemPubSoc Europe, and Asian Chemical Editorial Society (ACES) journals will consider submitted papers that have been previously 1) posted as a preprint on a non-profit community preprint server such as ChemRxiv, bioRxiv, and arXiv""","Yes, in the reference list",Unsure,"""In the case of preprints, journals require that the material is not communicated with the media prior to publication of the paper in the journal family.""",NA,NA,NA,"Wiley does not offer information on the peer review process explicitely on their website. This information can sometimes be found in the ""Guide for Authors"" section, but in the case of Angewandte Chemie IE, this section does not contain a lot of information on the peer review process.",NA,NA,Angewandte Chemie International Edition,213,295,12,NA,5,NA,NA,NA,NA,NA,NA
SR,2018-11-30,SH,2019-04-14,TRH,2019-04-25,0003-4819,Annals of Internal Medicine,NA,American College of Physicians,Single blind,http://annals.org/aim/pages/authors,NA,http://annals.org/aim/pages/authors,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Optional,Not specified,Not specified,NA,"Annals of Internal Medicine expects reviewers to handle manuscripts in a confidential manner. Manuscripts sent for review are privileged communications and are the private property of the authors. Therefore, reviewers (like members of the editorial staff) must not publicly discuss the authors' work or appropriate their ideas before the manuscript is published. Reviewers should not keep copies of reviewed manuscripts in their personal files and are prohibited from sharing copies of the manuscript with others, except with the permission of the editor. Reviewers should destroy copies of manuscripts after submitting reviews.",http://annals.org/aim/pages/authors,No,No,No,http://annals.org/aim/pages/authors,No preprint policy,NA,"Yes, but only in the text (not the reference list)",Unsure,NA,NA,NA,NA,"Concerning preprints, Annals of Internal Medicine currently does not offer any information, which can be taken to mean that the editors do not consider preprints an option for authors. Contrary to other journal policies studied here, however, the journal is rather specific as far as the peer review policies are concerned.; Regarding preprint citation: [""Include references to unpublished material in the text, not in the references (for example, papers presented orally at a meeting; unpublished work [personal communications, papers in preparation])""]",NA,NA,Annals of Internal Medicine,127,216,68,NA,NA,NA,NA,NA,NA,NA,NA
SR,2018-11-30,JP,2019-04-11,TRH,2019-04-25,1569-8041,Annals of Oncology,NA,Oxford Academic,Unsure,https://academic.oup.com/annonc/pages/General_Instructions,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/author_self_archiving_policy,First submission only (before peer review),"Authors may make their Author's Original Version available anywhere at any time. This includes posting on their own personal websites, institutional or non-commercial or subject based repositories, commercial websites or repositories, or social media, provided that, upon acceptance, they acknowledge that the article has been accepted for publication as follows: This article has been accepted for publication in [Journal Title] Published by Oxford University Press. After publication we would also ask authors to update their AOV with the Digital Object Identifier (DOI), and include a link to the Version of Record.","Yes, but only in the text",Unsure,NA,NA,NA,NA,"The author information provided by Annals of Onkology is not very user-friendly, as it is basically one long page of text without content menu to ease the search process. There is scarce information on the review process; however, some information may be found on pre-print policies. Their licensing policies for different paper versions concerning preprints and self-archiving are stated very clearly on a separate website for instance.",NA,NA,Annals of Oncology,122,185,83,NA,NA,NA,NA,NA,NA,NA,NA
SR,2018-12-03,JP,2019-04-11,TRH,2019-04-25,1468-2060,Annals of the Rheumatic Diseases,NA,BMJ/EULAR,Single blind,https://ard.bmj.com/pages/about/,NA,https://authors.bmj.com/policies/peer-review-terms-and-conditions/,Unsure,Authors are given the option of nominating other journals from BMJ to which they would like their manuscript passed if it is rejected for publication by their first choice.,https://authors.bmj.com/policies/peer-review-terms-and-conditions/,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,Unpublished manuscripts are confidential and you must not disclose their contents to anyone except a professional colleague whose input you request as part of your review process. If you do choose to discuss the manuscript and/or your review with a professional colleague you are responsible for ensuring that they are made fully aware of the confidential nature of the discussion and that they must not disclose any information about the manuscript until the article is published. The identity of any co-reviewer and any potential conflicting or competing interests they may have must be disclosed when submitting your review.,https://authors.bmj.com/policies/peer-review-terms-and-conditions/,Yes,Unsure,Unsure,https://authors.bmj.com/policies/preprints/,"After peer review (but not final, copyedited version)","any recognised, not-for-profit, preprint server, such as arXiv, bioRxiv or medRxiv",Not specified,No,"Authors whose research has been presented at a scientific meeting are of course still able to publish in any of our journals, but we ask that the media is not provided with any additional information prior to publication of the full article in the journal because it is important that journalists and readers have access to the full peer reviewed version of record. Prior presentation of the work at a conference should be acknowledged in the manuscript.",BMJ places no restrictions on the licence chosen when posting a preprint version of work,NA,NA,"preprint-version: After peer review (""BMJ does not recommend that Author Accepted Manuscripts are placed on preprint servers."")",NA,NA,Annals of the Rheumatic Diseases,119,170,90,NA,NA,NA,NA,NA,NA,NA,NA
SR,2018-12-03,JP,2019-04-11,TRH,2019-04-25,0160-7383,Annals of Tourism Research,Social Sciences,Elsevier,Double blind,https://www.elsevier.com/journals/annals-of-tourism-research/0160-7383?generatepdf=true,NA,https://www.elsevier.com/reviewers/role#recognizing,Yes,"Elsevier authors can transfer their article submission from one journal to another for free if they are rejected, without the need to reformat, and often without needing further peer review. For this reason, reviewers are informed about the service and are asked for their consent for transferring their review report along with the manuscript to the receiver journal. Reviewers are given the option to reveal their identity to the editor of the receiver journal or stay anonymous. The benefits of manuscript review cascades are twofold: Reviewers are not asked to review the same manuscript several times for different journals. Authors do not need to spend additional time reformatting their manuscript.",https://www.elsevier.com/reviewers/what-is-peer-review,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://www.elsevier.com/about/policies/sharing,Any,NA,Not specified,No,NA,NA,NA,Not specified,"Elsevier offers extensive informatipon on its website spread out across a vast number of documents which makes it difficult to access the information (at least from the perspective of someone looking for information on peer review). As in many of the other examples studied, it appears as if the publisher does not consider the sort of information TRANSPOSE is looking for vital. This is alos indicated by the kind of information the website does offer (e.g. how to format a manuscript, how to review a manuscript etc.).; preprint-version: Any (if on arXiv or RePEc)",NA,NA,Annals of Tourism Research,59,90,NA,NA,NA,NA,NA,NA,NA,NA,14
SR,2018-12-03,JP,2019-04-11,TRH,2019-04-25,0306-2619,Applied Energy,NA,Elsevier,Single blind,https://www.elsevier.com/journals/applied-energy/0306-2619/guide-for-authors#20910,NA,https://www.elsevier.com/reviewers/role#recognizing,Unsure,"Elsevier authors can transfer their article submission from one journal to another for free if they are rejected, without the need to reformat, and often without needing further peer review. For this reason, reviewers are informed about the service and are asked for their consent for transferring their review report along with the manuscript to the receiver journal. Reviewers are given the option to reveal their identity to the editor of the receiver journal or stay anonymous. The benefits of manuscript review cascades are twofold: Reviewers are not asked to review the same manuscript several times for different journals. Authors do not need to spend additional time reformatting their manuscript.",https://www.elsevier.com/reviewers/what-is-peer-review,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://www.elsevier.com/about/policies/sharing,Any,NA,Not specified,No,NA,NA,NA,NA,"Elsevier offers extensive informatipon on its website spread out across a vast number of documents which makes it difficult to access the information (at least from the perspective of someone looking for information on peer review). As in many of the other examples studied, it appears as if the publisher does not consider the sort of information TRANSPOSE is looking for vital. This is alos indicated by the kind of information the website does offer (e.g. how to format a manuscript, how to review a manuscript etc.).",NA,NA,Applied Energy,119,156,91,NA,NA,NA,NA,NA,NA,NA,NA
SR,2018-12-03,GMD,2019-04-24,JP,2019-04-28,1477-450X,Applied Linguistics,"Humanities, Literature & Arts",Oxford Academic,Double blind,https://academic.oup.com/applij/pages/General_Instructions,NA,NA,Unsure,Not specified,NA,No,Not specified,No,No,No,No,No,Conditional,NA,"Unless otherwise specified, OUP expects editors and reviewers to handle all submissions in confidence. If a reviewer wishes to delegate the review or seek the opinion of a colleague on a specific aspect of the paper, they are expected to clear this with the editor in the first instance.",https://academic.oup.com/journals/pages/authors/ethics,Yes,Unsure,Unsure,https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/author_self_archiving_policy,Unsure (preprint can be posted),"Authors may make their Author's Original Version available anywhere at any time. This includes posting on their own personal websites, institutional or non-commercial or subject based repositories, commercial websites or repositories, or social media, provided that, upon acceptance, they acknowledge that the article has been accepted for publication as follows: This article has been accepted for publication in [Journal Title] Published by Oxford University Press. After publication we would also ask authors to update their AOV with the Digital Object Identifier (DOI), and include a link to the Version of Record.",NA,Unsure,NA,NA,NA,NA,NA,NA,NA,Applied Linguistics,38,57,NA,NA,NA,NA,NA,5,NA,NA,NA
SR,2018-12-03,GMD,2019-04-24,JP,2019-04-28,1077-3118,Applied Physics Letters,NA,American Institute of Physics,Unsure,https://aip.scitation.org/apl/info/policies,NA,NA,Unsure,"If your manuscript is not accepted for publication in APL, an editor may recommend a transfer to AIP Advances for immediate consideration. AIP Advances is a peer-reviewed, fully open access journal covering all areas of the physical sciences. Articles published in the journal are always freely accessible to download without a subscription. If you choose to transfer your manuscript to AIP Advances, all reviewer reports and editor recommendations will be transferred along with the manuscript. Once transferred, your article may be published online within 14 days, depending on the initial reviewer feedback and editor’s decision. This option may save you up to eight months because you do not have to resubmit your manuscript for review. For more information about AIP Advances, visit http://aip.scitation.org/journal/adv.",https://aip.scitation.org/apl/info/policies,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,Not specified,NA,Not specified,Not specified,Not specified,NA,No preprint policy,Not specified,Not specified,Unsure,NA,NA,NA,NA,"Applied Physics Letters is difficult to assess with respect to their peer review policies and their policies concerning pre-preint, because these terms rarely appear anywhere on the website resp. In the documents on the website. It was rather difficult to determine their stance on peer-review, then.",45 mins,NA,Applied Physics Letters,103,131,NA,NA,NA,NA,NA,NA,NA,12,NA
SR,2018-12-03,GMD,2019-04-24,JP,2019-04-28,1432-0746,Astronomy & Astrophysics,Physics & Mathematics,EDP Sciences,Unsure,https://www.aanda.org/doc_journal/instructions/aadoc.pdf (p 16),NA,NA,Unsure,Not specified,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,Not specified,NA,Not specified,Not specified,Not specified,https://www.aanda.org/author-information,Unsure,Not specified,Not specified,Unsure,NA,NA,NA,NA,"Astronomy & Astrophysics is extremely difficult to assess with respect to their peer review policies as the term ""peer review"" does not pop up on their website once. Interestingly, while not providing information on the peer review process as such, the website offers information on the kinds of pre-print servers the journal allows (which is rarely the case based on previous experience).",30 mins,Policy on peer review is unclear - appears to be peer-reviewed by Associate Editors of the journal as described on p16 of https://www.aanda.org/doc_journal/instructions/aadoc.pdf,Astronomy & Astrophysics,115,163,NA,NA,NA,NA,NA,NA,NA,10,NA
SR,2018-12-03,GMD,2019-04-24,JP,2019-04-28,0142-9612,Biomaterials,NA,Elsevier,Single blind,https://www.elsevier.com/journals/biomaterials/0142-9612?generatepdf=true,NA,https://www.elsevier.com/reviewers/role#recognizing,Yes,"Elsevier authors can transfer their article submission from one journal to another for free if they are rejected, without the need to reformat, and often without needing further peer review. For this reason, reviewers are informed about the service and are asked for their consent for transferring their review report along with the manuscript to the receiver journal. Reviewers are given the option to reveal their identity to the editor of the receiver journal or stay anonymous. The benefits of manuscript review cascades are twofold: Reviewers are not asked to review the same manuscript several times for different journals. Authors do not need to spend additional time reformatting their manuscript.",https://www.elsevier.com/reviewers/what-is-peer-review,No,No,No,No,No,No,No,No,NA,"If you accept, you must treat the materials you receive as confidential documents. This means you can’t share them with anyone without prior authorization from the editor. Since peer review is confidential, you also must not share information about the review with anyone without permission from the editors and authors.",https://www.elsevier.com/reviewers/how-to-review,Unsure,Unsure,Unsure,"https://www.elsevier.com/authors/journal-authors/policies-and-ethics
https://www.elsevier.com/about/policies/sharing#preprint
https://www.elsevier.com/journals/biomaterials/0142-9612?generatepdf=true",Any (arXiv & RePEc),Authors can share their preprint anywhere at any time.,Not specified,No,NA,NA,NA,NA,NA,NA,NA,Biomaterials,122,149,85,NA,NA,NA,NA,NA,NA,NA,NA
SR,2018-12-03,GMD,2019-04-24,JP,2019-04-28,1528-0020,Blood,Health & Medical Sciences,American Society of Hematology,Single blind,http://www.bloodjournal.org/page/authors/author-guide/peer-review,NA,http://www.bloodjournal.org/page/authors/author-guide/peer-review,No,Not specified,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,Please note that all information regarding a submitted paper should be kept confidential.,http://www.bloodjournal.org/page/authors/author-guide/peer-review,No,Unsure,Unsure,http://www.bloodjournal.org/page/authors/author-guide/Editorial-policies-for-authors,First submission only (before peer review),"Public release of the manuscript as a preprint before or during submission is allowed under these provisions:

Authors must retain copyright for the manuscript so that it may be transferred to the American Society of Hematology if the manuscript is accepted, per the journal’s copyright policy.
The preprint cannot be updated while the manuscript is under review and cannot be updated if it is accepted for publication in Blood.
The publication of the manuscript as a preprint, as well as public comments or coverage about that preprint, will be considered in the evaluation of the manuscript's impact.
Publication of any related preprints must be noted in the cover letter for the submission and PDFs of those preprints must be included in the submission as supplemental files.
Because of the potential impact on patient care, preprints of a clinical nature are discouraged but will be considered.",NA,Unsure,"The publication of the manuscript as a preprint, as well as public comments or coverage about that preprint, will be considered in the evaluation of the manuscript's impact.",NA,NA,"The publication of the manuscript as a preprint, as well as public comments or coverage about that preprint, will be considered in the evaluation of the manuscript's impact.",NA,NA,NA,Blood,153,205,37,NA,NA,NA,14,NA,NA,NA,NA
NP,2019-01-18,TRH,2019-04-20,JP,2019-04-26,1756-1833,BMJ,Health & Medical Sciences,British Medical Association,Not blinded,https://www.bmj.com/about-bmj/resources-reviewers,NA,https://authors.bmj.com/for-reviewers/reviewer-recognition/,Unsure,"Internal transfer: “Authors are given the option of nominating other journals from BMJ to which they would like their manuscript passed if it is rejected for publication by their first choice. This may result in the paper being resubmitted to other journals from BMJ in succession. If the author of the manuscript you reviewed has taken up this option, your review will be passed on to the editor(s) of the nominated journal(s) along with the manuscript and you might be invited to review a revised version. If the article is selected for publication in another journal from BMJ, your review may also be published (depending on the editorial policy of the journal in question). You will be contacted for your permission before this happens.” — https://authors.bmj.com/policies/peer-review-terms-and-conditions/ & External transfer: “For rejected research papers, we expect that authors will keep the identity and comments of peer reviewers confidential. They may, however, share the peer review comments (though not peer reviewer names) in confidence with other journals. — https://www.bmj.com/about-bmj/publishing-model",https://authors.bmj.com/policies/peer-review-terms-and-conditions/,Conditional; Free to read (not paywalled),Conditional; Free to read (not paywalled),Conditional; Free to read (not paywalled),Conditional; Free to read (not paywalled),Conditional; Free to read (not paywalled),Mandatory,No,No,"Further peer review policies found at https://authors.bmj.com/policies/peer-review-terms-and-conditions/; “Reviewers for The BMJ agree to have their signed comments posted if a paper is published, but not otherwise.”, and stated on every publication pre-publication history page: “For research papers The BMJ has fully open peer review. This means that accepted research papers submitted from September 2014 onwards usually have their prepublication history posted alongside them on thebmj.com. This prepublication history comprises all previous versions of the manuscript, the study protocol (submitting the protocol is mandatory for all clinical trials and encouraged for all other studies at The BMJ), the report from the manuscript committee meeting, the reviewers’ comments, and the authors’ responses to all the comments from reviewers and editors. In rare instances we determine after careful consideration that we should not make certain portions of the prepublication record publicly available. For example, in cases of stigmatised illnesses we seek to protect the confidentiality of reviewers who have these illnesses. In other instances there may be legal or regulatory considerations that make it inadvisable or impermissible to make available certain parts of the prepublication record. In all instances in which we have determined that elements of the prepublication record should not be made publicly available, we expect that authors will respect these decisions and also will not share this information.”; Credit and transfer: Publons records policy as not able to post reviews but can share review activity (https://publons.com/journal/278/bmj); “With the exception of BMJ Open (see below) and BMJ Open Science, journals from BMJ do not publish peer reviews.” // Reviews may be posted online elsewhere once the manuscript has been published; if not published, reviewers may say they have reviewed for the BMJ: “We do not restrict the use you make of your review once the manuscript has been published. However, an author’s manuscript remains confidential until it is published, and you must not disclose any information about an unpublished manuscript, including your review of it. Please note that if the article is NOT published you may refer to the journal which requested your review and the fact that you have reviewed an article for it. However, you may not post any details of the article which was reviewed, or any part of the review that would breach the confidentiality under which the article was provided to you for review.”",Unpublished manuscripts are confidential and you must not disclose their contents to anyone except a professional colleague whose input you request as part of your review process. If you do choose to discuss the manuscript and/or your review with a professional colleague you are responsible for ensuring that they are made fully aware of the confidential nature of the discussion and that they must not disclose any information about the manuscript until the article is published. The identity of any co-reviewer and any potential conflicting or competing interests they may have must be disclosed when submitting your review.,https://www.bmj.com/about-bmj/resources-reviewers,Yes,Unsure,Unsure,https://authors.bmj.com/policies/preprints/,Any,"“BMJ fully supports and encourages the archiving of preprints in any recognised, not-for-profit, preprint server, such as arXiv, bioRxiv or medRxiv.”",Not specified,Unsure,NA,"BMJ places no restrictions on the licence chosen when posting a preprint version of work (eg authors may choose CC BY or CC BY NC), but authors must retain copyright of their work when posting to a preprint server.",NA,NA,"Regarding PR - this states it is an OPR journal, and OPR is defined as ""Reviewer and author are known to each other. These journals publish the reviewer comments and previous versions of the manuscript alongside the accepted paper."" here: https://authors.bmj.com/after-submitting/peer-review-process/",NA,NA,BMJ,154,214,36,NA,NA,NA,13,NA,NA,NA,NA
