title,issn,variable,value,label
Applied Energy,0306-2619,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Applied Linguistics,1477-450X,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Applied Physics Letters,1077-3118,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Astronomy & Astrophysics,1432-0746,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Biomaterials,0142-9612,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Blood,1528-0020,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
BMJ,1756-1833,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Cancer Cell,1535-6108,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Cancer Research,0099-7013,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Cell,1097-4172,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Cell Metabolism,1550-4131,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Cell Stem Cell,1934-5909,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
"Chemical communications (Cambridge, England)",0144-557X,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Chemical Reviews,1520-6890,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Chemical Society reviews,1460-4744,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Chemistry of Materials,1520-5002,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Circulation,0009-7322,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Circulation Research,1524-4571,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Clinical Cancer Research,1557-3265,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Computers & Education,0360-1315,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Diabetes Care,1935-5548,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Digital Journalism,2167-082X,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Econometrica,1468-0262,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Energy and Environmental Science,1754-5706,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Environmental Science & Technology,0013-936X,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
European Heart Journal,1522-9645,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
European Urology,0302-2838,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Gastroenterology,0016-5085,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Gender & Society,1552-3977,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Geophysical Research Letters,1944-8007,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Global Environmental Change,0959-3780,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Government Information Quarterly,0740-624X,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Gut,1468-3288,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Health Affairs,1544-5208,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Hepatology,1527-3350,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
IEEE Communications Magazine,0163-6804,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
IEEE Communications Surveys & Tutorials,1553-877X,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
"IEEE Conference on Computer Vision and Pattern Recognition, CVPR","Only ISBN available, counts as a book",opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
IEEE International Conference on Computer Vision,2380-7504,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
IEEE Transactions on Automatic Control,0018-9286,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
IEEE Transactions on Industrial Electronics,0278-0046,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
IEEE Transactions on Pattern Analysis and Machine Intelligence,0162-8828,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
IEEE Transactions on Power Electronics,0885-8993,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
IEEE Transactions on Signal Processing,1053-587X,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Immunity,1074-7613,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
International Journal of Communication,1932-8036,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
International Journal of Production Economics,0925-5273,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of the American Medical Association,1538-3598,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Journal of Allergy and Clinical Immunology,0091-6749,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Banking & Finance,0378-4266,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Business Ethics,1573-0697,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Business Research,0148-2963,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Cleaner Production,0959-6526,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Clinical Oncology,1527-7755,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Communication,1460-2466,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Cosmology and Astroparticle Physics,1475-7516,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Journal of Economic Perspectives,1944-7965,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Educational Psychology,1939-2176,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Financial Economics,0304-405X,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Geophysical Research,2156-2202,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Hepatology,0168-8278,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of High Energy Physics,1029-8479,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Management,1557-1211,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Journal of Materials Chemistry. A,2050-7488,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Pragmatics,0378-2166,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of the American Chemical Society,1520-5126,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Journal of the American College of Cardiology,0735-1097,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journal of Youth and Adolescence,1573-6601,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journalism,1741-3001,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journalism Practice,1751-2786,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Journalism Studies,1461-670X,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Land Use Policy,0264-8377,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Language Learning,1467-9922,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Lingua,0024-3841,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Management Information Systems Quarterly,2162-9730,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Management Science,1526-5501,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
"Media, Culture & Society",1460-3675,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Molecular Cell,1097-2765,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Monthly Notices of the Royal Astronomical Society,1365-2966,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Nano Letters,1530-6992,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Nanoscale,2040-3372,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Nature,1476-4687,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Nature Biotechnology,1546-1696,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Cell Biology,1476-4679,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Chemistry,1755-4349,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Climate Change,1758-6798,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Communications,2041-1723,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Genetics,1546-1718,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Immunology,1529-2916,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Materials,1476-4660,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Medicine,1546-170X,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Methods,1548-7105,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Nanotechnology,1748-3395,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Neuroscience,1546-1726,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Photonics,1749-4893,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Physics,1745-2481,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Reviews Cancer,1474-1768,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Reviews Genetics,1471-0064,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Reviews Immunology,1474-1733,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Reviews Neuroscience,1471-0048,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Reviews. Drug Discovery,1474-1784,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nature Reviews. Molecular Cell Biology,1471-0080,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Neural Information Processing Systems (NIPS),NIPS-ISSN,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
NeuroImage,1053-8119,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Neuron,1097-4199,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
New Media and Society,1461-7315,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Noûs,1468-0068,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Nucleic Acids Research,1362-4962,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Obstetrical & Gynecological Survey,1533-9866,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Optics Express,1094-4087,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Pediatrics,1098-4275,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Philosophical Studies,1573-0883,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Physical Review B,1550-235X,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Physical Review D,1550- 2368,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Physical Review Letters,1079-7114,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Physical Review X,2160-3308,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Physics Letters B,0375-9601,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
PLoS One,1932-6203,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Proceedings of the National Academy of Sciences,1091-6490,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Progress in Human Geography,1477-0288,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Public Opinion Quarterly,1537-5331,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Regional Studies,1360-0591,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Renewable and Sustainable Energy Reviews,1364-0321,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Research Policy,0048-7333,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Review of Economics and Statistics,0034-6535,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Reviews of Modern Physics,1539-0756,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Science,1095-9203,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Science Translational Medicine,1946-6234,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Scientific Reports,2045-2322,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
Social Science & Medicine,0277-9536,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Strategic Management Journal,1097-0266,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Synthese,1573-0964,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
System,0346-251X,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Teaching and Teacher Education,0742-051X,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
TESOL Quarterly,1545-7249,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Astrophysical Journal,1538-4357,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The China Quarterly,1468-2648,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Cochrane Database of Systematic Reviews,1469-493X,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
The European Physical Journal C,1434-6052,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Journal of Clinical Investigation,1558-8238,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Journal of Finance,1540-6261,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Journal of Physical Chemistry Letters,1948-7185,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
The Lancet,1474-547X,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Lancet Neurology,1474-4422,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Lancet Oncology,1470-2045,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Modern Language Journal,1540-4781,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The New England Journal of Medicine,1533-4406,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Quarterly Journal of Economics,1531-4650,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Review of Economic Studies,1467-937X,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
The Review of Financial Studies,1465-7368,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Tourism Management,0261-5177,opr_indenties_author,Yes,"Are reviewer identities revealed to the
authors?"
World Development,1873-5991,opr_indenties_author,No,"Are reviewer identities revealed to the
authors?"
Academic Medicine,1040-2446,opr_comments,No,"Is there public commenting during formal
peer review?"
ACS Applied Materials & Interfaces,1944-8252,opr_comments,No,"Is there public commenting during formal
peer review?"
Accounts of Chemical Research,1520-4898,opr_comments,No,"Is there public commenting during formal
peer review?"
ACS Catalysis,2155-5435,opr_comments,No,"Is there public commenting during formal
peer review?"
Academy of Management Journal,0001-4273,opr_comments,No,"Is there public commenting during formal
peer review?"
ACS Nano,1936-086X,opr_comments,No,"Is there public commenting during formal
peer review?"
Advanced Energy Materials,1614-6840,opr_comments,No,"Is there public commenting during formal
peer review?"
Advanced Functional Materials,1616-3028,opr_comments,No,"Is there public commenting during formal
peer review?"
Advanced Materials,1521-4095,opr_comments,No,"Is there public commenting during formal
peer review?"
American Economic Review,0002-8282,opr_comments,No,"Is there public commenting during formal
peer review?"
American Journal of Political Science,1540-5907,opr_comments,No,"Is there public commenting during formal
peer review?"
American Journal of Public Health,1541-0048,opr_comments,No,"Is there public commenting during formal
peer review?"
American Political Science Review,1537-5943,opr_comments,No,"Is there public commenting during formal
peer review?"
American Sociological Review,1939-8271,opr_comments,No,"Is there public commenting during formal
peer review?"
Angewandte Chemie International Edition,1521-3773,opr_comments,No,"Is there public commenting during formal
peer review?"
Annals of Internal Medicine,0003-4819,opr_comments,No,"Is there public commenting during formal
peer review?"
Annals of Oncology,1569-8041,opr_comments,No,"Is there public commenting during formal
peer review?"
Annals of the Rheumatic Diseases,1468-2060,opr_comments,No,"Is there public commenting during formal
peer review?"
Annals of Tourism Research,0160-7383,opr_comments,No,"Is there public commenting during formal
peer review?"
Applied Energy,0306-2619,opr_comments,No,"Is there public commenting during formal
peer review?"
Applied Linguistics,1477-450X,opr_comments,Yes,"Is there public commenting during formal
peer review?"
Applied Physics Letters,1077-3118,opr_comments,No,"Is there public commenting during formal
peer review?"
Astronomy & Astrophysics,1432-0746,opr_comments,No,"Is there public commenting during formal
peer review?"
Biomaterials,0142-9612,opr_comments,No,"Is there public commenting during formal
peer review?"
Blood,1528-0020,opr_comments,No,"Is there public commenting during formal
peer review?"
BMJ,1756-1833,opr_comments,Yes,"Is there public commenting during formal
peer review?"
Cancer Cell,1535-6108,opr_comments,No,"Is there public commenting during formal
peer review?"
Cancer Research,0099-7013,opr_comments,No,"Is there public commenting during formal
peer review?"
Cell,1097-4172,opr_comments,No,"Is there public commenting during formal
peer review?"
Cell Metabolism,1550-4131,opr_comments,No,"Is there public commenting during formal
peer review?"
Cell Stem Cell,1934-5909,opr_comments,No,"Is there public commenting during formal
peer review?"
"Chemical communications (Cambridge, England)",0144-557X,opr_comments,No,"Is there public commenting during formal
peer review?"
Chemical Reviews,1520-6890,opr_comments,No,"Is there public commenting during formal
peer review?"
Chemical Society reviews,1460-4744,opr_comments,No,"Is there public commenting during formal
peer review?"
Chemistry of Materials,1520-5002,opr_comments,No,"Is there public commenting during formal
peer review?"
Circulation,0009-7322,opr_comments,No,"Is there public commenting during formal
peer review?"
Circulation Research,1524-4571,opr_comments,No,"Is there public commenting during formal
peer review?"
Clinical Cancer Research,1557-3265,opr_comments,No,"Is there public commenting during formal
peer review?"
Computers & Education,0360-1315,opr_comments,No,"Is there public commenting during formal
peer review?"
Diabetes Care,1935-5548,opr_comments,No,"Is there public commenting during formal
peer review?"
Digital Journalism,2167-082X,opr_comments,No,"Is there public commenting during formal
peer review?"
Econometrica,1468-0262,opr_comments,No,"Is there public commenting during formal
peer review?"
Energy and Environmental Science,1754-5706,opr_comments,No,"Is there public commenting during formal
peer review?"
Environmental Science & Technology,0013-936X,opr_comments,No,"Is there public commenting during formal
peer review?"
European Heart Journal,1522-9645,opr_comments,No,"Is there public commenting during formal
peer review?"
European Urology,0302-2838,opr_comments,No,"Is there public commenting during formal
peer review?"
Gastroenterology,0016-5085,opr_comments,No,"Is there public commenting during formal
peer review?"
Gender & Society,1552-3977,opr_comments,No,"Is there public commenting during formal
peer review?"
Geophysical Research Letters,1944-8007,opr_comments,No,"Is there public commenting during formal
peer review?"
Global Environmental Change,0959-3780,opr_comments,No,"Is there public commenting during formal
peer review?"
Government Information Quarterly,0740-624X,opr_comments,No,"Is there public commenting during formal
peer review?"
Gut,1468-3288,opr_comments,Yes,"Is there public commenting during formal
peer review?"
Health Affairs,1544-5208,opr_comments,Yes,"Is there public commenting during formal
peer review?"
Hepatology,1527-3350,opr_comments,No,"Is there public commenting during formal
peer review?"
IEEE Communications Magazine,0163-6804,opr_comments,No,"Is there public commenting during formal
peer review?"
IEEE Communications Surveys & Tutorials,1553-877X,opr_comments,No,"Is there public commenting during formal
peer review?"
"IEEE Conference on Computer Vision and Pattern Recognition, CVPR","Only ISBN available, counts as a book",opr_comments,No,"Is there public commenting during formal
peer review?"
IEEE International Conference on Computer Vision,2380-7504,opr_comments,Yes,"Is there public commenting during formal
peer review?"
IEEE Transactions on Automatic Control,0018-9286,opr_comments,No,"Is there public commenting during formal
peer review?"
IEEE Transactions on Industrial Electronics,0278-0046,opr_comments,No,"Is there public commenting during formal
peer review?"
IEEE Transactions on Pattern Analysis and Machine Intelligence,0162-8828,opr_comments,No,"Is there public commenting during formal
peer review?"
IEEE Transactions on Power Electronics,0885-8993,opr_comments,No,"Is there public commenting during formal
peer review?"
IEEE Transactions on Signal Processing,1053-587X,opr_comments,No,"Is there public commenting during formal
peer review?"
Immunity,1074-7613,opr_comments,No,"Is there public commenting during formal
peer review?"
International Journal of Communication,1932-8036,opr_comments,No,"Is there public commenting during formal
peer review?"
International Journal of Production Economics,0925-5273,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of the American Medical Association,1538-3598,opr_comments,Yes,"Is there public commenting during formal
peer review?"
Journal of Allergy and Clinical Immunology,0091-6749,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Banking & Finance,0378-4266,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Business Ethics,1573-0697,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Business Research,0148-2963,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Cleaner Production,0959-6526,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Clinical Oncology,1527-7755,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Communication,1460-2466,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Cosmology and Astroparticle Physics,1475-7516,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Economic Perspectives,1944-7965,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Educational Psychology,1939-2176,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Financial Economics,0304-405X,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Geophysical Research,2156-2202,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Hepatology,0168-8278,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of High Energy Physics,1029-8479,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Management,1557-1211,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Materials Chemistry. A,2050-7488,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Pragmatics,0378-2166,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of the American Chemical Society,1520-5126,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of the American College of Cardiology,0735-1097,opr_comments,No,"Is there public commenting during formal
peer review?"
Journal of Youth and Adolescence,1573-6601,opr_comments,No,"Is there public commenting during formal
peer review?"
Journalism,1741-3001,opr_comments,No,"Is there public commenting during formal
peer review?"
Journalism Practice,1751-2786,opr_comments,No,"Is there public commenting during formal
peer review?"
Journalism Studies,1461-670X,opr_comments,No,"Is there public commenting during formal
peer review?"
Land Use Policy,0264-8377,opr_comments,No,"Is there public commenting during formal
peer review?"
Language Learning,1467-9922,opr_comments,No,"Is there public commenting during formal
peer review?"
Lingua,0024-3841,opr_comments,No,"Is there public commenting during formal
peer review?"
Management Information Systems Quarterly,2162-9730,opr_comments,No,"Is there public commenting during formal
peer review?"
Management Science,1526-5501,opr_comments,No,"Is there public commenting during formal
peer review?"
"Media, Culture & Society",1460-3675,opr_comments,No,"Is there public commenting during formal
peer review?"
Molecular Cell,1097-2765,opr_comments,No,"Is there public commenting during formal
peer review?"
Monthly Notices of the Royal Astronomical Society,1365-2966,opr_comments,No,"Is there public commenting during formal
peer review?"
Nano Letters,1530-6992,opr_comments,No,"Is there public commenting during formal
peer review?"
Nanoscale,2040-3372,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature,1476-4687,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Biotechnology,1546-1696,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Cell Biology,1476-4679,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Chemistry,1755-4349,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Climate Change,1758-6798,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Communications,2041-1723,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Genetics,1546-1718,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Immunology,1529-2916,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Materials,1476-4660,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Medicine,1546-170X,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Methods,1548-7105,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Nanotechnology,1748-3395,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Neuroscience,1546-1726,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Photonics,1749-4893,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Physics,1745-2481,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Reviews Cancer,1474-1768,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Reviews Genetics,1471-0064,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Reviews Immunology,1474-1733,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Reviews Neuroscience,1471-0048,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Reviews. Drug Discovery,1474-1784,opr_comments,No,"Is there public commenting during formal
peer review?"
Nature Reviews. Molecular Cell Biology,1471-0080,opr_comments,No,"Is there public commenting during formal
peer review?"
Neural Information Processing Systems (NIPS),NIPS-ISSN,opr_comments,No,"Is there public commenting during formal
peer review?"
NeuroImage,1053-8119,opr_comments,No,"Is there public commenting during formal
peer review?"
Neuron,1097-4199,opr_comments,No,"Is there public commenting during formal
peer review?"
New Media and Society,1461-7315,opr_comments,No,"Is there public commenting during formal
peer review?"
Noûs,1468-0068,opr_comments,No,"Is there public commenting during formal
peer review?"
Nucleic Acids Research,1362-4962,opr_comments,No,"Is there public commenting during formal
peer review?"
Obstetrical & Gynecological Survey,1533-9866,opr_comments,No,"Is there public commenting during formal
peer review?"
Optics Express,1094-4087,opr_comments,No,"Is there public commenting during formal
peer review?"
Pediatrics,1098-4275,opr_comments,No,"Is there public commenting during formal
peer review?"
Philosophical Studies,1573-0883,opr_comments,No,"Is there public commenting during formal
peer review?"
Physical Review B,1550-235X,opr_comments,No,"Is there public commenting during formal
peer review?"
Physical Review D,1550- 2368,opr_comments,No,"Is there public commenting during formal
peer review?"
Physical Review Letters,1079-7114,opr_comments,No,"Is there public commenting during formal
peer review?"
Physical Review X,2160-3308,opr_comments,No,"Is there public commenting during formal
peer review?"
Physics Letters B,0375-9601,opr_comments,No,"Is there public commenting during formal
peer review?"
PLoS One,1932-6203,opr_comments,No,"Is there public commenting during formal
peer review?"
Proceedings of the National Academy of Sciences,1091-6490,opr_comments,No,"Is there public commenting during formal
peer review?"
Progress in Human Geography,1477-0288,opr_comments,No,"Is there public commenting during formal
peer review?"
Public Opinion Quarterly,1537-5331,opr_comments,No,"Is there public commenting during formal
peer review?"
Regional Studies,1360-0591,opr_comments,No,"Is there public commenting during formal
peer review?"
Renewable and Sustainable Energy Reviews,1364-0321,opr_comments,No,"Is there public commenting during formal
peer review?"
Research Policy,0048-7333,opr_comments,No,"Is there public commenting during formal
peer review?"
Review of Economics and Statistics,0034-6535,opr_comments,No,"Is there public commenting during formal
peer review?"
Reviews of Modern Physics,1539-0756,opr_comments,No,"Is there public commenting during formal
peer review?"
Science,1095-9203,opr_comments,No,"Is there public commenting during formal
peer review?"
Science Translational Medicine,1946-6234,opr_comments,No,"Is there public commenting during formal
peer review?"
Scientific Reports,2045-2322,opr_comments,No,"Is there public commenting during formal
peer review?"
Social Science & Medicine,0277-9536,opr_comments,No,"Is there public commenting during formal
peer review?"
Strategic Management Journal,1097-0266,opr_comments,No,"Is there public commenting during formal
peer review?"
Synthese,1573-0964,opr_comments,No,"Is there public commenting during formal
peer review?"
System,0346-251X,opr_comments,No,"Is there public commenting during formal
peer review?"
Teaching and Teacher Education,0742-051X,opr_comments,No,"Is there public commenting during formal
peer review?"
TESOL Quarterly,1545-7249,opr_comments,No,"Is there public commenting during formal
peer review?"
The Astrophysical Journal,1538-4357,opr_comments,No,"Is there public commenting during formal
peer review?"
The China Quarterly,1468-2648,opr_comments,No,"Is there public commenting during formal
peer review?"
The Cochrane Database of Systematic Reviews,1469-493X,opr_comments,Yes,"Is there public commenting during formal
peer review?"
